[[28844, 50000], [13365, 50000]]	,
[[28756, 50000], [13337, 50000]]	,
[[28851, 50000], [13340, 50000]]	,
[[28739, 50000], [13382, 50000]]	,
[[28849, 50000], [13573, 50000]]	,
[[28726, 50000], [13491, 50000]]	,
[[28783, 50000], [13348, 50000]]	,
[[28562, 50000], [13469, 50000]]	,
[[28745, 50000], [13379, 50000]]	,
[[28744, 50000], [13389, 50000]]	,
[[28855, 50000], [13226, 50000]]	,
[[28843, 50000], [13371, 50000]]	,
[[28772, 50000], [13417, 50000]]	,
[[28804, 50000], [13460, 50000]]	,
[[28783, 50000], [13403, 50000]]	,
[[28741, 50000], [13326, 50000]]	,
[[28616, 50000], [13486, 50000]]	,
[[28874, 50000], [13362, 50000]]	,
[[28863, 50000], [13413, 50000]]	,
[[28711, 50000], [13311, 50000]]	,
[[28753, 50000], [13498, 50000]]	,
[[28705, 50000], [13239, 50000]]	,
[[28743, 50000], [13488, 50000]]	,
[[28862, 50000], [13603, 50000]]	,
[[28932, 50000], [13397, 50000]]	,
[[28914, 50000], [13434, 50000]]	,
[[28815, 50000], [13442, 50000]]	,
[[28779, 50000], [13454, 50000]]	,
[[28710, 50000], [13257, 50000]]	,
[[28783, 50000], [13458, 50000]]	,
[[28783, 50000], [13730, 50000]]	,
[[28776, 50000], [13464, 50000]]	,
[[28749, 50000], [13388, 50000]]	,
[[28850, 50000], [13423, 50000]]	,
[[28822, 50000], [13462, 50000]]	,
[[28681, 50000], [13380, 50000]]	,
[[28886, 50000], [13500, 50000]]	,
[[28803, 50000], [13540, 50000]]	,
[[28565, 50000], [13561, 50000]]	,
[[28796, 50000], [13423, 50000]]	,
[[28771, 50000], [13339, 50000]]	,
[[28846, 50000], [13289, 50000]]	,
[[28574, 50000], [13407, 50000]]	,
[[28791, 50000], [13378, 50000]]	,
[[28781, 50000], [13457, 50000]]	,
[[28742, 50000], [13539, 50000]]	,
[[28932, 50000], [13513, 50000]]	,
[[28710, 50000], [13511, 50000]]	,
[[28629, 50000], [13506, 50000]]	,
[[28831, 50000], [13429, 50000]]	,
[[28907, 50000], [13347, 50000]]	,
[[28741, 50000], [13377, 50000]]	,
[[28756, 50000], [13485, 50000]]	,
[[28773, 50000], [13450, 50000]]	,
[[29032, 50000], [13478, 50000]]	,
[[28860, 50000], [13537, 50000]]	,
[[28789, 50000], [13356, 50000]]	,
[[28729, 50000], [13440, 50000]]	,
[[28823, 50000], [13539, 50000]]	,
[[28775, 50000], [13292, 50000]]	,
[[28793, 50000], [13313, 50000]]	,
[[28654, 50000], [13468, 50000]]	,
[[28769, 50000], [13401, 50000]]	,
[[28766, 50000], [13573, 50000]]	,
[[28663, 50000], [13567, 50000]]	,
[[28781, 50000], [13395, 50000]]	,
[[28654, 50000], [13534, 50000]]	,
[[28843, 50000], [13387, 50000]]	,
[[28585, 50000], [13399, 50000]]	,
[[28779, 50000], [13390, 50000]]	,
[[28812, 50000], [13417, 50000]]	,
[[28658, 50000], [13447, 50000]]	,
[[28650, 50000], [13420, 50000]]	,
[[28776, 50000], [13464, 50000]]	,
[[28871, 50000], [13416, 50000]]	,
[[28755, 50000], [13458, 50000]]	,
[[28725, 50000], [13504, 50000]]	,
[[28815, 50000], [13591, 50000]]	,
[[28833, 50000], [13321, 50000]]	,
[[28933, 50000], [13453, 50000]]	,
[[28731, 50000], [13424, 50000]]	,
[[28858, 50000], [13272, 50000]]	,
[[28817, 50000], [13292, 50000]]	,
[[28826, 50000], [13328, 50000]]	,
[[28823, 50000], [13462, 50000]]	,
[[28842, 50000], [13447, 50000]]	,
[[28733, 50000], [13402, 50000]]	,
[[28872, 50000], [13303, 50000]]	,
[[28782, 50000], [13398, 50000]]	,
[[28852, 50000], [13457, 50000]]	,
[[28736, 50000], [13448, 50000]]	,
[[28893, 50000], [13366, 50000]]	,
[[28731, 50000], [13534, 50000]]	,
[[28770, 50000], [13605, 50000]]	,
[[28928, 50000], [13473, 50000]]	,
[[28812, 50000], [13442, 50000]]	,
[[28623, 50000], [13336, 50000]]	,
[[28948, 50000], [13381, 50000]]	,
[[28765, 50000], [13455, 50000]]	,
[[28818, 50000], [13314, 50000]]	,
[[28837, 50000], [13621, 50000]]	,
[[28786, 50000], [13257, 50000]]	,
[[28827, 50000], [13339, 50000]]	,
[[28804, 50000], [13435, 50000]]	,
[[28662, 50000], [13456, 50000]]	,
[[29013, 50000], [13474, 50000]]	,
[[28726, 50000], [13293, 50000]]	,
[[28635, 50000], [13353, 50000]]	,
[[28626, 50000], [13404, 50000]]	,
[[28660, 50000], [13356, 50000]]	,
[[28690, 50000], [13682, 50000]]	,
[[28653, 50000], [13396, 50000]]	,
[[28607, 50000], [13529, 50000]]	,
[[28632, 50000], [13514, 50000]]	,
[[28747, 50000], [13501, 50000]]	,
[[28775, 50000], [13255, 50000]]	,
[[28667, 50000], [13313, 50000]]	,
[[28757, 50000], [13319, 50000]]	,
[[28718, 50000], [13358, 50000]]	,
[[28785, 50000], [13316, 50000]]	,
[[28762, 50000], [13404, 50000]]	,
[[28791, 50000], [13252, 50000]]	,
[[28626, 50000], [13538, 50000]]	,
